review,sentiment
"Bulletproof is quite clearly a disposable film . The kind where bullet riddled good guy and bad guy are splatted everywhere , so much so that you really are n't supposed to see them a human . The yawn between the line from Wayans and Sandler are extensive indeed . They try hard but , ala and alack , persona itself doe not a good film make . Jimmy Caan play a nifty villain but he 's always had that redneck edge at the ready . My favorite 's scene is the repeated clip of a TV ad in which Caan reveals the virtue of America can be shown to the world by having 2 car in every garage . Aside from that it 's a buddy movie with gun for brain . Pass on this one .",0
"I think this movie wa made a good a it could have been . With only 4 month and a 52000 $ budget - I 'm surprised this wa n't worse . If you are not to care about the CG or special effect , this movie is great . Okay , the movie is not that well made ( I 'm sure it could have been but , you try to do better in only 4 month ) but the story is good and the movie is rather exciting . DO n't trust me when I say that this movie is good , cause I also find the 1933 King Kong to be good . I must confess that I did n't watch the complete movie either ... I might have fast forwarded some minute here and there ...",1
"I gave this 4 star because it ha a lot of interesting theme many here have already mentioned . From the domestic violence , to sexuality and many of the taboo therein . Outside of the gore I really would not call this horror so much a I would science fiction . It 's bleak , depressing and hopeless . While I do n't mind a le than cheery ending , I 'm really very tired of the `` human suck '' cliché that 's central to every movie . I know you ca n't get a liberal art degree today without bowing to the alter of self-hatred a a member of the human race , but how 's 'bout a a writer/director we pretend we are different than everyone else in the pack and notice that the ALIENS KILLING THE HUMAN RACE are evil ! Right now , if you are reading this and believe that humanity deserves to die , just go out , find a lake and swim 'til your arm are tired . This way you wo n't be around to direct the next film or write the next book telling me I deserve to die for being alive . It 's silly , not thoughtful , and boring .",0
"One of my all time favourite film , ever . Just beautiful , full of human emotion , wit , humour , intelligence . The story grows , a doe the lesson of life , just a wonderful film in so many way . The cast are also fantasic ..... a great selection of the finest British talent around . I loved them all for every diverse element brought into the film . Italy ha to be one of the most romantic place to form a story such a this , - everything about this film work . I love it : )",1
"This is a really mediocre film in the vein of `` Buckaroo Banzai . '' The cast run around like `` Mad Max '' wannabe , and they seem to be sharing a joke that they do not want to share with the audience . Wheeler-Nicholson is one of the those guilty pleasure actress you are delighted to stumble across in film , but she is n't worth the price of rental . Space Maggot start an electrical fire , and burn a vote of 4 .",0
"being a high school student , i have to take a health class . this year , the topic is drug . we learn about the harm they can cause a person . from what we talk about , i still believe and know that drug can really mess a person up . anyway , my teacher wanted u to watch this . naturally , we groan and start to sleep , but like the rest of my class , i actually did enjoy this movie . it wa totally real , and not sugar coated at all . the character were amazing and believable . even the plot wa outstandingly realistic and believable . what i liked about this movie mainly wa how it got the point of the effect 's drug can take on an abuser , and the consequence the person ha to deal with . everyone reassures themselves that nothing bad will happen to them . well let get serious . anything can happen in a small town , even to your best friend , like Sam and Chris . this movie show it . a person can really learn a lot from watching this . it wa pretty effective .",1
"This movie is good for entertainment purpose , but it is not historically reliable . If you are looking for a movie and thinking to yourself ` Oh I want to learn more about Custer 's life and his last stand ' , do not rent ` They Died with Their Boots On ' . But , if you would like to watch a movie for the enjoyment of an older western film , with a little bit of romance and just for a good story , this is a fun movie to watch . The story start out with Custer 's ( Errol Flynn ) first day at West Point . Everyone love his charming personality which allows him to get away with most everything . The movie follows his career from West Point and his many battle , including his battle in the Civil War . The movie end with his last stand at Little Big Horn . In between the battle scene , he find love and marriage with Libby ( Olivia De Havilland ) . Errol Flynn portrays the arrogant , but suave George Armstrong Custer well . Olivia De Havilland play the cute , sweet Libby very well , especially in the flirting scene that Custer and Libby first meet . Their chemistry on screen made you believe in their romance . The acting in general wa impressive , especially the comedic role ( although stereotypical ) of Callie played by Hattie McDaniel . Her character will definitely make you laugh . The heroic war music brought out the excitement of the battle scene . The beautiful costume set the tone of the era . The script , at time , wa corny , although the movie wa still enjoyable to watch . The director 's portrayal of Custer wa a a hero and history show this is debatable . Some will watch this movie and see Custer a a hero . Others will watch this movie and learn hate him . I give it a thumb up for this 1942 western film .",1
"This movie ha made me upset ! When I think of Cat in the hat . Im thinking of cat in the hat book . You know , the one from a few year back that parent read to thier child . Well , I though that this movie would be a lot like that ! But much to my suprise wa nothing like the book ! Insted it is more like young adult humor movie . In one part cat is talking to a gardening tool ( hoe ) cat talk to it like it is his hoe ( agin adult humor ) . the naming of his car I all so though wa a little untastful for a kid movie . under the rating you 'll find : mild cude humor and some double-entendres . I think in short this mean adult humor . I wish I could return this movie ! wal-mart said they would n't because the movie ha been opened . If you are thinking about buying this I suggest that maybe rent before you buy .",0
"Mickey Rourke hunt Diane Lane in Elmore Leonard 's Killshot It is not like Mickey Rourke ever really disappeared . He ha had a steady string of appearance before he burst back on the scene . He wa memorable in : Domino , Sin City , Man on Fire , Once Upon a Time in Mexico , and Get Carter . But in his powerful dramatic performance in The Wrestler ( 2008 ) , we see a full blown presentation of the character only hinted at in Get Carter . Whenever we get to know him , Rourke remains a cool , but sleazy , muscle bound slim ball . This is an Elmore Leonard story , and production . Leonard wrote such notable movie a taunt western thriller 3:10 to Yuma , Be Cool , Jackie Brown , Get Shorty , 52 Pick-Up , and Joe Kidd . This mean that we get tough guy , some good , some not so good . It also mean we get tight , realistic plot with character doing what is best for them in each situation , weaving complication into violent conclusion . Killshot is no different . Tough , slim ball killer Rourke stalk unhappily married witness Lane . Think History of Violence meet No Country for Old Men . It is not a intense , bloody or gory a those two , but it is almost a good . If you like those two , including David Croneberg 's equally wonderful Eastern Promises , you will like Killshot also . Director John Madden ha not done a lot of movie . His last few were enjoyable , if not successful : Proof , Captain Corelli 's Mandolin and Shakespeare in Love . Diana Lane ha n't had a powerful movie role since she and Richard Gere gave incredible performance in Unfaithful . Lately she is charming and appealing in romantic story such a Nights in Rodanthe , Must Love Dogs , and Under the Tuscan Sun . Here she is right on mark , balancing her sexy appeal with reserved tension . This is a small part for Rosario Dawson . Yet Dawson doe a good job with it . You see a lot more of Lane , including an underwear scene to rival Sigourney Weaver in Aliens and Nicole Kidman in Eyes Wide Shut . While you are in the crime drama section , also pick up Kiss , Kiss , Bang , Bang , and Gone Baby Gone , and Before the Devil Knows Your Dead . The last ha wonderful performance by Phillip Seymour Hoffman , Ethan Hawke , Marisa Tomei and Albert Finney . Killshot flopped at the box office . More is our luck . It is certainly worth a 3-4 dollar rental , if you like this genre . 6/20/2009",0
"`` Müllers Büro '' is a movie which many will watch and enjoy until the end , while others will stop watching it within five minute . It is a parody of detective movie with all the twist and turn ; the action take place only at night in the dark corner of a city which resembles Batman 's Gotham City ( look carefully at the street , building , the police car chasing the criminal , etc. ) . It is also a parody of musical with it really funny character such a Müller 's secretary and Vitasek 's ( the actor playing Müller 's assistant ) lover who do their best to sing , albeit not very successfully . The space occupied by the character have their own presence in the film such a the decadent Blue Box ( there is a real club with this name in Vienna ) where one can see a sailor hitting on a girl in the background , Müller 's apartment with the black paint smeared on the wall and the dirty kitchen , Müller 's bureau with the sweet picture of his assistant , etc . The humorous moment in the movie are many and include `` flat in the face '' type of humor such a Müller farting in his assistant 's face , the prostitute charging Müller extra for orgasm , the ridiculous outfit of the female thug of Montana , etc . A legendary film from the 80 's especially for those interested in Austrian or German-speaking cinema .",1
"Peter Sollett ha created an endearing portrait about real people living in poverty in the Lower East Side of New York , or Loisaida , a it 's known by the local . Mr. Sollett 's heart is in the right place a he examines this dysfunctional family , that is typical of the different 'inner city ' of the country . Mr. Sollett accentuates the positive in the story he present . These are basically good kid , the child of parent that have left them and whose grandmother ha taken under her wing . Instead of presenting his character a loser , Mr. Sollett show a positive side they all have . These kid are not into drug , or are stealing because they are poor . Had this story been done by Hollywood we would have seen a parade of stereotype , instead of child that are struggling , but deep down inside , they are not defeated . Victor Rasuk , a Victor Vargas , wa a revelation . He is a natural . So is July Marte . Her character show u a no nonsense girl who will not be fooled or driven to do anything she doe n't want to do . Altagracia Guzman , a the grandmother is excellent . She conveys her frustration at not being able to steer her grandchild into the thing she belief in and that are so important to her . All in all , this wa an excellent picture thanks to Peter Sollett .",1
"The long list of `` big '' name in this flick ( including the ubiquitous John Mills ) did n't bowl me over to the extent that I could n't judge the film on it actual merit . It is FULL of stereotype , caricature , and standard , set scene , from the humble air-ace hero to the loud-mouthed yank flyer . The music track wa such that at one point , about an hour before the end , I thought the film wa over : loud , rising crescendo , grand flourish and finish then silence , but then the movie continued ! I found no real storyline , haphazard writing , but smartly-pressed uniform and the pretty Jean Simmons ( pre-nose job ) with a rousing little ditty . I can not say that this picture ha any of the ingredient which make a film great . I found it maudlin , mawkish and minor .",0
"I love the Jurassic Park movie , they are three of my all time favorite movie . And I hate this game , if there wa one game I wish I never own for the Super Nintendo wa this one . How can a game based on a classic movie be just too awful ? And to make it worst , I wa scare of this game when I wa a kid . How dumb wa that but then again I wa a kid when this game wa first out . The game play in this game is just odd . One minute it 's a action game and then it 's a shooter . What in the world is wrong with making up your mind when making a video game . The Sound in the game is just terrible to listen . The music is just too sick to listen to . The Controllers in the game do n't work most of the time . Jurassic Park the game is just a waste of time and money and wo n't be a classic . Avoid at all cost",0
"utterly useless ... having been there , done that with the subject matter i have to say this capture the clubbing atmosphere in absolutely no respect . It may have done so had the character not just been mouthpiece for incredibly dire , unrealistic drivel . So many cringe-worthy scene that would put The Office to shame ( not a compliment to this film ) . It also may have helped to have some semblance of a story , a point , a message , a commentary , anything . Seriously , Kevin & Perry Go Large had more to say on the subject than this film ( term used very loosely in this case ) . There should be minus number reserved for film like this . -10 ( extra turd )",0
"Wild Rebels is fun in a bad way , but also frustrating due to the actual good , or at least workable , element in the story . It deal with a race car driver ( Steve Alaimo ) who get mixed up in a group of bikers called Satan 's Angels , who hang around a lot until they decide to rob a bank . Meanwhile Alaimo also get recruited by the cop to report back to them what the Angels are up to and where they 'll rob next . It 's not even that the film is really too 'dated ' , though it doe of course carry the significantly crude and stupid music in the film ( from the band on stage in one scene , to Alaimo `` performing '' if you could call that drek that , to the regular generic score ) . It 's just that there 's not more care taken by the filmmaker into putting a little more logic , direction , and better actor for the part . As it is I did n't have a major disliking towards the film , a I did with the Hellcats , but it almost left me a little indifferent to it all , too . What could come through a being unpredictable only come through with stupid thing like the name of the Florida town ( 'Citrusville ' ho-ho ) . So it 's not completely un-worthy then of it Mystery Science Theater 3000 status a of late . The commentary is good on the movie , even if once or twice I almost wanted to hear what the character on screen were saying in case it might have some worth . Wild Rebels might be more of a good time if you 've got a six-pack and low expectation , but a it is I would n't watch it again .",0
"I ` ve seen this movie twice , both time on Cinemax . The first time in it ` s unrated version which is soft-core porn at it ` s best and the second time in a trimmed down ( cut all the sex and most of the nudity out ) version which wa entertaining in a typical beach movie sort of way . The unrated version ha a tremendous sex scene with Nikki Fritz , a dude and a bottle of oil which is out of this world ( no pun intended ) . Unfortunately , in the trimmed version that scene is almost completely chopped out , a are all the other sex scene . Rated or unrated it is still fun to watch all the sibling of bigger star ( Stallone , Sheen , Travolta , etc ; ) trying to act . We also get appearance by B-queen Linnea Quigley and Burt Ward ( Robin from the old Batman series ) .",1
"If this is someone 's `` favorite '' movie , they need some serious help . There is nothing funny or clever about this crapfest . I have n't seen the original movie this is the remake of ( some 1950s film ) , but it simply ha to be better than this newer bastardization . A major get kicked out of the military for being a fringe element , and wind up teaching child at an ROTC school . Unfortunately , the major is Daman Wayans ... so the child are in for a world of annoying , humorless asininity . Can Wayans whip these loser into shape ? Can they get him to become a little more human ? The film bomb a most Wayans film do , with only a few sparkling moment . William Hickey get about one minute of screen time , fair too little . This charming old man ( known best to me a a `` Tales from the Crypt '' actor , known best to you a Uncle Louis from `` Christmas Vacation '' ) shine every moment he 's on screen , which is n't much here . Bam Bam Bigelow also make an appearance a a biker , which fit him perfectly . I would n't mind slightly more Bam Bam , but I think he carried the role of `` biker '' about a far a it could be carried for a military film . And then there 's the attractive teacher , who someone fall for Major Payne even though he treat the kid poorly , ha no social skill and is simply impossible to convert into someone you would want to spend time with . She must either be incredibly stupid or incredibly desperate . I 'm not sure which ( though it would seem `` stupid '' since the movie make it clear she get out of the house often enough ) . Wayans had one shining moment : a dance sequence where he performs a series of move ( including a very nice `` robot '' ) , and with the help of music from 2 Live Crew . This scene wa enjoyable but hardly made up for anything else that made this film dog spittle . Seriously , avoid this film . If you want to see a film a bout a loser who help loser kid become hero , rent or buy `` Ernest Goes to Camp '' . At least he 's a lovable loser , and actually funny . Maybe if Major Payne had fought a badger I 'd feel better , but he did n't . Forget Payne , forget Wayans ... you can do so much better .",0
"I concur with the other user comment . Hard to believe that this movie actually came out in 1994 because it scream mid 80 's . I think it is dubbed because the sound and the picture do n't always match up . If anyone can truly say this is a good movie , they need to be locked up . It is so sad how money ha so much power over people that they will do anything to get it . I feel I lost intelligence from watching this . I used to have a little respect for Chuck Norris before I watched this but now I just feel bad . I bought this a part of a 3 movie pack for $ 9.99 and I can honestly say I would have been better off literally throwing the money away . Forgive me Jesus .",0
"I have just recently purchased collection one of this awesome series and even after just watching three episode , I still am mesmerized by sleek styling of the animation and the slow , yet thoughtful action of the story-telling . I am still a fan ..... with some minor pain . Though this installment into the Gundam saga is very cool and ha what the previous series had-a stylish satiric way of telling about the wrong of war and not letting go of the need to have control or power over everything ( sound familiar ? ) , I have to say that this one get a bit too mellow-dramatic on continuing to explain the life of the main character and their incessant need to belly-ache about every thing that happens and what they need to do to stop the OZ group from succeeding in their plan ( especially the character called Wufei ... I mean he whine more than an American character on a soap opera . Get a counselor , will ya ? ) Besides for the over-exaggerated drama ( I think that mostly come from the dubbing of the English voice actor ) , this series is still very exciting and will still captivate me once again . I mean it can always be worse . It could be like the recent installment , SEED ...... eeeewwww , talk about mellow-dramatic .... I 'll chat about that one later .",1
"I 've seen my share of Woody Allen 's movie , and while they 're not always great , you can usually be sure you 're going to be entertained . Probably the last really good one were Bullets Over Broadway ( '94 ) and Mighty Aphrodite ( '95 ) - since then the one I 've seen have been patchy but watchable . And so when I wa invited to see the new Woody Allen movie Melinda and Melinda , which I wa n't even aware had been released yet , I went along happily . I had n't really heard much about it so I hoped I would be pleasantly surprised . What I got wa definitely the worst Woody Allen movie I 've seen . The premise is over-explained , the cast is terrible , the script is slow and lifeless . Too many scene said nothing and yet were stretched out , I assume to fill out what would have otherwise become a 15 minute short film . I do n't mind the concept behind this film - two director discus how a simple situation could be interpreted a a comedy or a tragedy , and obviously the film proceeds to show u that , by playing out both scenario . The problem is neither of these 'two film ' are any good at all . The comedy is n't funny and the tragedy is n't very tragic . It seems like Allen came up with a good idea but then ran out of steam , or time , to actually complete the film . The general level of acting is notably bad also - Will Ferrell is the only one who brings anything to the table , and it 's basically a Woody Allen impression . Previously good actor like Chloe Sevigny just come off a annoying , and the worst of the bunch is Radha Mitchell a Melinda ( which is a shame , because her character is in nearly every scene ! ) . To be fair to the actor , the script they are working with is lacking if not non-existent . Definitely a long way from the Allen we know and love from classic like Manhattan or Annie Hall .",0
"Although the premise of the movie involves a major `` coincidence , '' the actor all do a creditable job and look great bringing the story to life . I found myself rooting for the character played by Mary Tyler Moore and Christine Lahti , empathizing with both , and wanting them to reconcile . Sam Waterston and Ted Danson are fine in their role a well , doing a decent job with the stereotypical buddy relationship . While the story tends to leap through time , occasionally leaving the audience perhaps a little hungry for missing detail , it still flow and avoids any real confusion . This interesting storyline ha all the element for a good `` chick flick . ''",1
"I saw this movie , and the play , and I have to add that this wa the most touching story that I had ever seen . Until I saw this movie I wa unaware of how awful life wa and probably still is for the South African child and adult that were and are living in that era . It brought tear to my eye and much sadness to my heart that any human being should have to struggle like that just to stay alive , And to bring the child right out of that area and teach them to act and preform and turn them loose to tell their own story is simply amazing . This simply surpass a five star , I rate it a ten . Thank You Mr. Mbongeni Ngema for such a astonishing story . Although it ha been 12 year since this story ha been told , it is still one that lay heavy in my heart.If there is a VHS , or DVD out there on the play , Please notify me ASAP.Thank You . PS There wa nothing wrong with the kid wanting to bring awareness of their problem and condition to the attention of other country in hope that some one would have a heart and offer assistance .",1
"And nothing wrong in that ! Heartily endorse the comment of boblipton and Snow Leopard . I 'm thrilled to find this movie is available on US DVD - I 've only ever seen it through once - I persuaded the Goethe Institute here in London to show it in their Conrad Veidt season some year ago - and long to see it again . Barrymore is resplendent when engaged , a in this movie , possibly because of the prick of having a renowned German actor a a foil . And Veidt is such a wonderful scene stealer ( doe n't he pick his nose at one point ? ) This is one of the seminal film to connect 'Dr Jekyll ' with '20th Century ' , 'Grand Hotel ' or 'Midnight ' ; and 'The Cabinet of Dr Caligari ' or 'The Student of Prague ' with 'The Spy in Bladk ' , 'Contraband ' and 'Casablanca ' . See it !",1
"I 've seen this amusing little 'brit flick'many time . The only problem is Its currently unavailable on video or DVD . I'ts certainly a contender for a DVD release . The much missed Richard Jordan play 'pinky ' an Ex-pat American , whose Just been released from prison , he find himself A job a an Electrician in a bank , it all go well until he find Himself Embroiled in a bank heist with his ex crony , David Niven Plays the mastermind Ivan , Its an enjoyable little romp , hopefully studio canal or anchor bay , will come to the Rescue . Look out for john Rhys Davies Before he struck it big with 'shogun ' Raiders of the lost Ark 'Lord Of The Rings ' In a small role a a barrister ,",1
"I 'm not sure this film could ever match the first one , even if it starred the original seven ( notwithstanding the fact that four were killed ) . It just doe n't have the spark and chemistry . All the actor seem tired and look a if they are just going through the motion to get their paycheck . It 's interesting how Yul Brynner is `` magnificent '' in the original film but stiff and unconvincing in this sequel . Yet when he star in Westworld and Futureworld in the 1970s his character ( in the same matching black pant , shirt and hat ) evokes the same mystery and presence of the 1960 film 's Chris Adams . There 's nothing in this 1966 flick to make it worth watching , even on cable .",0
"Beautiful film , pure Cassavetes style . Gena Rowland give a stunning performance of a declining actress , dealing with success , aging , loneliness ... and alcoholism . She try to escape her own subconscious ghost , embodied by the death spectre of a young girl . Acceptance of oneself , of human condition , though it overall difficulty , is the real purpose of the film . The parallel between the theatrical sequence and the film itself are puzzling : it 's like if the stage became a way out for the Heroin . If all american movie could only be that top-quality , dealing with human relation on an adult level , not trying to infantilize and standardize feeling ... One of the best drama ever . 10/10 .",1
"The 20th animated Disney classic is often criticized by many people a `` mediocre '' or poor in quality , but it is a great movie . Too bad that `` The Aristocats '' doe n't get the deserved credit . I personally see it a one of my favorite Disney classic . Despite being extremely underrated , it is one of the funniest Disney classic . It is full of hilarious ( some of them , hysterical ) moment . Edgar , the greedy butler , is the villain of the movie but he is a perfect comic relief . He 's one of my favorite Disney villain because he is so funny . Every scene with Edgar and the hound dog Napoleon and Lafayette chasing him are among the most hilarious you 'll ever see , especially the one when Edgar drive his motorcycle into the river and around the bridge , with the dog chasing him . That is hysterical ! But the classic humor doe n't just come from Edgar or the hound dog . Other character have their moment a well . About the quality subject , it is n't perfect , but remains on a high level . Even after Walt Disney 's death those artist knew how to keep faithful to Walt 's spirit and `` The Aristocats '' is one of those example . They do n't make them like this nowadays ! As usual , legendary Disney actor voice the character . In this case , we have Phil Harris , Sterling Holloway , Paul Winchell , Eva Gabor and Pat Buttram . The character are cool in general : Thomas O'Malley , Duchess and her 3 kitten , the mouse Roquefort , the alley cat , the English goose , the hound dog and the horse . The human character are included a well : the eccentric and kind retired Opera singer Madame Adelaide Bonfamille , the comic Madame 's old lawyer Georges Hautecourt and Edgar himself ! About the soundtrack , it ha some nice and catchy song such a Thomas O'Malley 's theme ( but I ca n't remember it name ) , `` Everybody Wants to be a Cat '' and `` The Aristocats '' ( sung by Maurice Chevalier ) , for example . This movie take place in Paris ( France ) , in the year of 1910 . Above all , this is a joyful , nice and very pleasant movie . A timeless classic which is often underestimated and forgotten , but very worthy . This should definitely be on Top 250 .",1
"I 'm not going to say that this movie is horrible , because I have seen worse , but it 's not even halfway decent . The plot is very confusing . I could n't really figure out what wa happening and where thing were going . When the movie wa over , I wa left scratching my head . I watched through to the end of the credit to see if they had something after them that may clear thing up , but once the credit were over , that wa it . I felt like I wa jarred from one weak plot point to another throughout the whole movie , with little or no transition between the two . Character development is very shallow . I could n't figure out when somebody wa angry or had a grudge against someone . I could n't tell if half of the character were just supposed to be drunk , stoned , mentally challenged or they just had a bad actor to portray them . This film seems to be based around stereotype ( to it 's credit , they are hard to avoid using when you are making a film about a singer in a rock band ) , which SHOULD make character development easier , since so many other film have already illustrated the suffering of an abused child , or the trial of a heroin addict trying to come clean . Stereotypes are easy to depict , which would explain why so many bad film tend to overuse stereotypical character . This film , on the other hand , us stereotypical character left and right , but then try to keep them a incomprehensible a possible . Another problem with the character is that they seemed to be dismissed with no explanation . I guess that 's OK because so little time wa spent developing the character that I really did n't get a chance to know any of them , so I never really missed any of them . And last but not least wa Sadie 's singing . It 's awful . The music backing her up is not prize winner , but it is usually drowned out by the screech that are released from Sadie 's vocal cord . I swear that there 's one point in the movie where she sings a song for at least 10 minute . I seriously thought I wa going to have to turn it off during this howl-a-thon . As a whole , this movie is confusing . Characters are ill-developed , Georgia 's acting is wooden and stiff , Sadie 's character is yanked from one bad situation to another , with no back story or explanation . The music wa unbearable , and I can think of no good reason to see this film unless you have a thirst for cinematic pain .",0
"Appalling , shallow , materialistic nonsense . How woman ( and gay men ? ) can enjoy this rubbish is beyond me . No self-respecting man would ever want to be with one of these neurotic gold digger . What is even more concerning is that so many reviewer say they relate to the woman on the show . If that is the future of woman , Lord help u all . Showing your independence and being respected a equal with men should not be about spreading your leg every three second with a different man . I think this demeans woman and doe not do them justice . But this review is no rant against woman . Fans of this show say it is `` hilarious '' and `` rivoting '' but every time I have watched this show I have just struggled to stay awake . Despite the narrative of the reporter woman , at no point in this show is there even anything close to something that could be considered a rational thought . So , it 's not entertaining , and it 's not informative , so why would you bother watching it ? One out of ten star .",0
"A throwback to the `` old fashioned '' Westerns of the 30 and 40 ( such a DODGE CITY ) , DALLAS ha a number of thing going for it : Gary Cooper at his coolest , blazing Technicolor photography by Ernest Haller ( GONE WITH THE WIND ) and a pulse-pounding Max Steiner ( KING KONG , GWTW , DODGE CITY et al . ) score . In addition , there is a masquerade , mistaken identity , a faked death and more hair-breath escape than a Republic serial . As always , Cooper defines what it is to be a man under pressure . Forget the 50 angst Western ... this is pure entertainment !",1
"We sat through this movie thinking why is this or that scene in the movie , what doe this have to do with the plot ? We hoped that by the end everything would be slightly more clear . It wa not to be . I think the director in a fit of pique threw the script up in the air and then some minor ( and vengeful ) underling reassembled it randomly with no regard to the scene being filmed ( possibly with scissors and glue-stick ) . The film 's motif include : Communism bad ? Nihilism bad ? Poor parenting bad ? Threesomes bad ? TV bad ? Coherent scripting bad ? Deconstructionism good ? It 's really not clear . Finally , no German water taxi would EVER have an unchained staircase that would let passenger fall in to the water . The abundant quantity of `` achtung '' sign everywhere is testament to this fact .",0
"On the back burner for year ( so it wa reported ) this television reunion of two of the most beloved character in sitcom history started off badly - and went straight downhill from there . Mary Richards ( Mary Tyler Moore ) and her best friend Rhoda Morgenstern ( Valerie Harper ) meet in New York after a long estrangement and catch up on each other 's life . What a novel concept ! But , sad to relate , nothing worth talking about ( let alone making a movie about ) ha happened to either of them in the intervening year . So , instead , the script content itself with throwing out one hoary old plot device after another ( most having to do with older woman in the workplace ) , while completely missing the quirky charm and sophistication that made the original show a winner . The supporting cast is instantly forgettable , the humor is nonexistent , and the chemistry which Moore and Harper once had together is gone . Moore allegedly stalled this project for year , waiting for `` just the right script '' before committing herself . If this wa the one she considered `` right '' , what on earth were the one she turned down like ? It 's not the age of the character that doe this in ( for time inevitably march on ) , but the almost complete lack of imagination coupled with a blatant disregard for the element that made the series work . At one time this wa intended a a pilot but , all to obviously , it failed to generate any interest among potential sponsor . Or for that matter , among potential audience . Quickly and mercifully forgotten , the film is a travesty and an insult to a classic .",0
"* * Could be considered some mild spoiler , but no more than in anyone else 's review of this film . * * I knew that nothing could conceivably live up to the absolute brilliance of the original `` Carrie , '' which wa more of a film about social criticism than it wa about setting the gym on fire . Carrie White wa `` victim '' epitomized , and her story conveyed the helplessness that the truly exploited must feel . Whoever conceived the `` Rachel '' character for `` The Rage '' must have completely missed the subtlety of `` Carrie . '' For the audience to genuinely share the victim 's rage , s/he must be a sympathetic character -- a true outcast who is more a victim of circumstance than of his/her own vice . Rachel is entirely too unpleasant to convey any sort of the emotional depth and connection of Sissy Spacek 's `` Carrie . '' And she look and act like she should be right along-side the 'attractive and popular brigade ' that she end up torching . She , like the rest of them , ha a soul that is every bit a corrupt , whereas Carrie wa a complete innocent . It just doe n't work . There 's no satisfaction in seeing the pretty child -- not even the `` Home Improvement '' boy -- getting offed in this movie 's climactic scene . And it 's so unnecessarily gory ! There wa no actual bloodshed seen in the burning gym ! And there is one person in particular that this movie should NOT have had the audacity to kill off ... but I wo n't say who it is . If you 've seen the original `` Carrie , '' it 's the sort of character who dy unjustly . At least they DID create the connection to Carrie appropriately ; it 's explained a it should have been . But that , and the arm tattoo , which wa done rather nicely , is just about the only thing this movie ha going for it . Yet another hideous `` Scream '' knock-off , and it taint the reputation of one of the most compelling film ever made . Rating : 1 out of 10 . I wa n't expecting much , but I wa still horribly disappointed . An unsympathetic character , a series of irritating pop-culture reference thrown in for no good reason , and an ending scene that pale in comparison to `` Carrie '' 's gravestone shocker .",0
"Better than average World War II-era `` who-dun-it '' featuring Warner Baxter a a former gangster who suffered amnesia and ha been reborn a a psychiatrist now known a Robert Ordway who help both the police and criminal who want to go straight . Crime Doctor 's Courage is the fourth in the series of ten and also involves a victim who might have some mental problem . The link to `` courage '' is not particularly clear . This entry revolves around the death of fortune hunter Gordon Carson whose two previous wife have under mysterious circumstance and who in turn dy in a locked room under condition that resemble suicide but Dr. Ordway label murder . Hillary Brooke play the part of widow Kathleen Carson who is involved with Anthony Caruso - a mysterious Spanish dancer whose act includes his sister that disappears on stage . As a mystery novelist , Jerome Cowan is a good supporting actor a is Lloyd Corrigan a an aficionado in crime . Spooky house with creaking door , casket in the cellar , and suspect that are never seen in daylight add to the air of suspense . The set for the dance sequence is quite elaborate and the ballet music very good . Direction , production design , and photography stand out . The exterior shot and costume suggest more affluence rather than normally found in the average `` B '' detective thriller . Strongly recommended .",1
"I had high hope for this movie . The theater monologue is great and Nic Balthazar is a very interesting man , with a lot of experience and knowledge when it come to movie . I am a fan of a lot of Belgian movie , but this movie is bad . It 's completely unbelievable that actor who are 34 are suddenly playing the role of teenager . The `` linguistic game '' were hideous and over the top . Nothing about the film seemed real to me . The ending wa way too deus ex machina for me . I am very disappointed and think I wasted an hour and a half of my life .",0
"I am not a big fan of Rajnikant in the first place , but Baba wa a huge disappointment . In between an awful storyline , the action and song were only mediocre . The storyline becomes very preachy . Instead of running for office like NTR or MGR , Rajni almost appeared to be running a Tamil Nadu 's next big guru . My wife tell me that since this film came out , Rajni swore off doing any more movie ! We were lucky initially to have bought Babu ( an oldie by Sivajiganeshan ) online by accident when trying to buy this one .... that wa a great film , which made up for having bought this dud ... except it make Baba look even worse by comparison ! Bryan",0
"Truly a disgusting , vile film , with only a small amount of real humour . The character of the father in particular is vulgar in the extreme ( intentionally so , obviously ) , and portrayed in the most pathetic , seedy manner . My wife and I found this film horribly upsetting , with absolutely no redeeming feature at all . Frankly , I wish I had never seen it . I consider this British effort to be a sick and gross embarrassment . Those who enjoyed this film have an ability I totally lack : that of rejoicing in a display of deep depravity and squalor . The producer should be ashamed of themselves .",0
"Obabakoak is a bunch of short story with an only common point : the little Vasque town of Obaba . In this film , the director try to explain some of these story by using a young reporter a a continuum . The result is a strange film , a it ha any main character ( the movie spends about 20 min . to each tale ) other than the town of Obaba . Any story is really well explained and the fact is that they result very boring . It wa by far the best film of the year in Spain , but , well , that 's not saying too much . The only good thing of the film is the precious scenario . It is filmed in a very precious valley and it is more enjoyable to spend the time watching the scenario rather than being aware of the story .",0
